post_id,user_id,text,dt,language,type,admin,platform,likeCount,likeCount,new_candidate,count
C7hgJEcvO5W,gcmais," gc+ PAGAMENTO Servidores de Fortaleza receberão a 1a parcela do 13° salário nesta quinta-feira quinta feira (30). O prefeito de Fortaleza, José Sarto (PDT), informou que a primeira parcela do 13° salário dos servidores municipais será depositada nesta quinta-feira (30). Mais de 55 mil funcionários, incluindo ativos, aposentados e pensionistas, serão beneficiados. A informação foi divulgada nesta terça-feira (28), em transmissão semanal ao vivo.

“Nesta quinta-feira, dia 30, vai cair na conta dos servidores e ex-servidores a primeira parcela do décimo terceiro. Lembrando que o nosso aumento foi retroativo a janeiro. Isso significa que nós vamos beneficiar 55.226 trabalhadores e trabalhadoras, entre ativos, aposentados e pensionistas. O valor da primeira parcela, equivale a 40% do total. Isso corresponde ao investimento de R$156,16 milhões de reais que vão circular na economia de Fortaleza”, afirmou Sarto.

🌐 👉 Clique no link da bio e confira o conteúdo.

📸 Reprodução

#GCMAIS #AcesseConteúdo #CompartilheInformação.  ",2024-05-28 00:00:00,pt,photo,,Instagram,344.0,344.0,José Sarto,344.0
C7hS1cNSmoi,gcmais," gc+ ORTITUDIN ÓRGÃOS DA DA PREFEITURA Corpus Christi: Fortaleza terá ponto facultativo nesta sexta-feira facuiltativonestasexta-feira(31 feira (31). O prefeito de Fortaleza, José Sarto (PDT), decretou ponto facultativo para os órgãos da Prefeitura nesta sexta-feira (31), dia seguinte ao feriado de Corpus Christi. A informação foi compartilhada nas redes sociais nesta terça-feira (28) e será publicada no Diário Oficial do Município.

De acordo com Sarto, o ponto facultativo não deve interferir no funcionamento de serviços essenciais, como limpeza urbana, assistência médica de urgência e emergência, fiscalização e orientação de tráfego, proteção e guarda-vidas.

🌐 👉 Clique no link da bio e confira o conteúdo.

📸 Prefeitura de Fortaleza

#GCMAIS #AcesseConteúdo #CompartilheInformação.  ",2024-05-28 00:00:00,pt,photo,,Instagram,303.0,303.0,José Sarto,303.0
C7g3nQdN0RO,opiniaoce," σ POLITICA Após anúncio de novo secretário da segurança, Sarto questiona: ""Ceará é éo ο novo Rio de Janeiro?"" Leia mais em www.opiniaoce.com.br. #Política • No mesmo dia em que Elmano de Freitas (PT) anunciou a saída de Samuel Elânio da Secretaria da Segurança Pública do Estado, sendo substituído pelo delegado da Polícia Federal (PF), Roberto Sá, o prefeito de Fortaleza, José Sarto (PDT), questionou o governador em duas publicações em uma rede social se há uma “tentativa de colocar Fortaleza no topo do ranking [das cidades mais perigosas]” e se “O Ceara é o novo Rio de Janeiro?” As críticas foram divulgadas no “X” (antigo Twitter) do prefeito na noite desta segunda-feira (27).

“Um dia após o Rio de Janeiro ser apontado como a capital mais perigosa do Brasil, o governador escolhe o ex-secretário de segurança de lá para comandar a segurança do Ceará. É um projeto para colocar Fortaleza, que infelizmente já é a segunda, no topo do ranking?”, criticou Sarto nas redes sociais.

O OPINIÃO CE entrou em contato com o governo, mas ainda não recebeu respostas até a publicação desta matéria, mas assim que recebermos, incluiremos no texto. 

🔗 Leia mais no nosso portal. Link na bio!
📸 Natinho Rodrigues/Opinião CE e Divulgação/Governo do Ceará 
📱 Segue a gente e vem ficar por dentro de tudo que acontece no Ceará e no mundo!

📲Tiktok: tiktok.com/@opiniao.ce
📲Instagram: instagram.com/opiniaoce
📲Facebook: facebook.com/opiniaoce
📲Twitter: twitter.com/grupoopiniao

#informação #comunicação #jornalismocearense #Estado #Brasil #Ceará #opiniaoce #jornalismo.  ",2024-05-28 00:00:00,pt,photo,,Instagram,44.0,44.0,José Sarto,44.0
C7gwRjrNLpX,opiniaoce," FORTALEZA Sarto diz que 80% das ações previstas pelo plano de governo já foram executadas Leia mais em www.opiniaoce.com.br. #Fortaleza • O prefeito José Sarto (PDT) apresentou nesta segunda-feira (27) um balanço das ações da gestão municipal para a diretoria da Câmara de Lojistas (CDL) de Fortaleza. O gestor destacou que 80% das ações previstas pelo plano de governo já foram executadas e comentou sobre obras de infraestrutura e iniciativas de desenvolvimento econômico no Centro, bairro de maior potencial comercial da Capital.

“Os lojistas são um dos maiores pilares da nossa economia, que é a maior do Nordeste. Estamos chegando no quarto ano seguido de crescimento do PIB e o comércio do centro da Cidade teve um papel fundamental para esse resultado. Evidentemente, o Centro é um impulsionador, não só de geração de renda e de empregos, mas de arrecadação. Sozinho, ele é responsável pela segunda maior arrecadação de ICMS, mostrando sua força econômica”, salientou o Prefeito.

🔗 Leia mais no nosso portal. Link na bio!
📸 Marcos Moura/ Prefeitura de Fortaleza
📱 Segue a gente e vem ficar por dentro de tudo que acontece no Ceará e no mundo!

📲Tiktok: tiktok.com/@opiniao.ce
📲Instagram: instagram.com/opiniaoce
📲Facebook: facebook.com/opiniaoce
📲Twitter: twitter.com/grupoopiniao

#informação #comunicação #jornalismocearense #Estado #Brasil #Ceará #opiniaoce #jornalismo.  ",2024-05-28 00:00:00,pt,photo,,Instagram,82.0,82.0,José Sarto,82.0
C7hx6pTOXng,fabiorubensvereador," ‎'‎CONUVTE اتنا モ元 INAUGURAÇÃO DO POSTO DE SAUDE DA CIDADE JARDIM 1 COM A PRESENÇA DO PREFEITO SARTO whTh QUARTA-FEIRA QUARTA 29 29DEMAIO DE MAIO LOCAL: Av. Pau Brasil, s/n, esquina com Αν. 09:30 HORAS José Walter Fortaleza PREFEITURA Fabio RUBENS‎'‎. 🎉🎈 ALÔ CIDADE JARDIM 1 🎈🎉

Amanha (28/05), temos um convite especial para você: inauguração do Posto de Saúde da Cidade Jardim 1 e  com a presença ilustre do nosso querido amigo prefeito Sarto. 🏛️👨‍⚕️🎉

📅 Data: quarta-feira , 28 de maio
⏰ Horário: 09:30 horas

Aguardamos ansiosamente a sua presença para celebrarmos juntos mais essa conquista para a nossa região. 🙌🥳

Fábio Rubens
Vereador de Fortaleza

#Fortaleza #Regional8 #JoseWalter #PlanaltoAyrtonSenna #CidadeJardim1 #CidadeJardim2 #Multirao #CidadeNova #PrefeituraDeFortaleza #Itaperi #Serrinha #Dendê #DiasMacedo #BoaVista #ParqueDoisIrmãos #passare.  ",2024-05-28 00:00:00,pt,photo,,Instagram,269.0,269.0,José Sarto,269.0
C7hoNi6OF-u,anoticiadoceara," ΝΣ Oxford Economics aponta Fortaleza OxfordEconomicsapontaFortaleza. com 2° lugar mundial em índice de melhores cidades. O prestigiado índice de melhores cidades do mundo da Oxford Economics, divulgado no último dia 23 de maio, revela que a capital cearense ganhou destaque ao ser classificada em segundo lugar mundial na categoria Meio Ambiente. Com esse reconhecimento, a cidade de Fortaleza fica no mapa global como um exemplo de gestão ambiental e qualidade de vida.

Com 98,8%, essa foi a avaliação alcançada por Fortaleza, que ficou atrás apenas da cidade de Suva, em Fiji, que alcançou 100% na categoria Meio Ambiente. Das mil grandes cidades do mundo foram comparados pela referida pesquisa, 27 indicadores.

O prefeito José Sarto avaliou: “esse resultado mostra que estamos no caminho certo para a construção de uma cidade mais sustentável e agradável de se viver. Estamos adotando políticas públicas que se destacam não só nacionalmente, mas também internacionalmente, e que servem de exemplo de uma gestão atenta às questões mundiais. Podemos falar da politica de vigilância da qualidade do ar, onde fomos a única cidade do Brasil a cumprir as diretrizes da OMS, temos investido em nossos parques urbanos, como o Parque Rachel de Queiroz, e numa politica sólida de arborização da cidade”, afirma.

Foto: Divulgação

#ANC #Ceará #Fortaleza.  ",2024-05-28 00:00:00,pt,photo,,Instagram,228.0,228.0,José Sarto,228.0
C7hbOK7oOpD,opovocbn," OPOVO CBN 95.5 95.5FM FM CEARÁ Elmano e Sarto anunciam ponto facultativo na sexta sexta-feira, -feira, 31, nos serviços públicos. O governador Elmano de Freitas e o prefeito José Sarto anunciaram, nesta terça-feira, 28, pelas redes sociais, ponto facultativo na sexta-feira, 31, dia seguinte ao feriado de Corpus Christi.

Segundo Elmano e Sarto, o ponto facultativo valerá para todos os órgãos da administração pública do Estado e do Município.  Os decretos do Estado e do Município também garantem o funcionamento de atividades essenciais, como as áreas da saúde. 

Foto: Reprodução/O POVO
#opovocbn #elmano #sarto #ceara #feriado #facultativo.  ",2024-05-28 00:00:00,pt,photo,,Instagram,370.0,370.0,José Sarto,370.0
C7hX7yZsSne,jornaljangadeiro," PROBA ORDEM J Corpus Christi: Sarto anuncia ponto facultativo para servidores públicos να sexta sexta-feira públicosnasexta-feira feira. SERVIÇOS ESSENCIAIS FUNCIONARÃO 

O prefeito José Sarto decretou ponto facultativo para esta sexta-feira (31), em virtude do feriado de Corpus Christi, celebrado nesta quinta-feira (30). A decisão, anunciada nesta terça-feira (28), será publicada na próxima edição do Diário Oficial do Município.

“Importante que fique registrado para a população: o decreto não afeta o funcionamento de serviços essenciais do Município, como assistência de saúde de urgência e emergência, socorros urgentes, limpeza pública, fiscalização e orientação de trânsito, segurança, nem guarda-vidas”, informou.

De acordo com o prefeito, no dia 30 também será paga a primeira parcela do 13º salário para os servidores, aposentados e pensionistas municipais. O valor é equivalente a 40% do 13º salário, totalizando R$ 155 milhões.

“Lembrando que, já no primeiro dia útil de junho, vamos pagar o salário dos servidores, desembolsando outros 410,7 milhões de reais. Somando o salário do mês com a primeira parcela do décimo terceiro, serão aportados 565,9 milhões de reais”, destacou Sarto.

PONTO FACULTATIVO TAMBÉM NO ESTADO
Mais cedo, o governador Elmano de Freitas anunciou ponto facultativo para todos os servidores públicos estaduais. O decreto que estabelece a medida também assegura o funcionamento das atividades essenciais em áreas como Saúde e Segurança Pública. 

(Foto: Reprodução)

#JornalJangadeiro #ChamaJangadeiro  #CorpusChristi #PontoFacultativo #JJFeed #JJCidade.  ",2024-05-28 00:00:00,pt,photo,,Instagram,3324.0,3324.0,José Sarto,3324.0
770354498552028,100067324538256,"SERVIÇOS ESSENCIAIS FUNCIONARÃO O prefeito José Sarto decretou ponto facultativo para esta sexta-feira (31), em virtude do feriado de Corpus Christi, celebrado nesta quinta-feira (30). A decisão, anunciada nesta terça-feira (28), será publicada na próxima edição do Diário Oficial do Município. “Importante que fique registrado para a população: o decreto não afeta o funcionamento de serviços essenciais do Município, como assistência de saúde de urgência e emergência, socorros urgentes, limpeza pública, fiscalização e orientação de trânsito, segurança, nem guarda-vidas”, informou. De acordo com o prefeito, no dia 30 também será paga a primeira parcela do 13º salário para os servidores, aposentados e pensionistas municipais. O valor é equivalente a 40% do 13º salário, totalizando R$ 155 milhões. “Lembrando que, já no primeiro dia útil de junho, vamos pagar o salário dos servidores, desembolsando outros 410,7 milhões de reais. Somando o salário do mês com a primeira parcela do décimo terceiro, serão aportados 565,9 milhões de reais”, destacou Sarto. PONTO FACULTATIVO TAMBÉM NO ESTADO Mais cedo, o governador Elmano de Freitas anunciou ponto facultativo para todos os servidores públicos estaduais. O decreto que estabelece a medida também assegura o funcionamento das atividades essenciais em áreas como Saúde e Segurança Pública. (Foto: Reprodução) #JornalJangadeiro #ChamaJangadeiro #CorpusChristi #PontoFacultativo #JJFeed #JJCidade. ORDEM ROBA J Corpus Christi: Sarto anuncia ponto facultativo para servidores públicos ηα sexta-feira feira.   ",2024-05-28 00:00:00,pt,photo,BR,Facebook,39.0,39.0,José Sarto,41.0
C7e33kNO4Xa,tapisrougeoficial,"  O presidente da CDL Fortaleza, Assis Cavalcante, recebeu nesta segunda-feira, 27, o prefeito de Fortaleza, José Sarto, na sede da entidade. Na ocasião, o chefe do Executivo Municipal apresentou aos diretores da CDL e demais presentes os principais projetos da Prefeitura Municipal de Fortaleza. Confira os principais registros! 

Fotos: Davi Farias/ @fotodavifarias.  ",2024-05-27 00:00:00,pt,album,,Instagram,21.0,21.0,José Sarto,21.0
C7dvvcXuzGp,ubiratan_teixeira," #REGIONAL04 AÇÃO EDUCATIVA AMBIENTAL Promover uma Promoverumaação ação educativa ambiental é semear hoje para colher um planeta mais sustentável amanhã. R. André Chaves, 532 Jardim América Parreão Segunda-Feira, 27/05 às 09h. Participe de mais uma Ação Educativa Ambiental , logo mais às 09h00! A ação será na Rua André Chaves, 532, Jardim América - Parreão.

Nossa equipe da célula educativa ambiental da regional 04 estará lá para engajar a comunidade em atividades de conscientização ambiental. Teremos distribuição de panfletos, cartazes e revistas infantis, promovendo uma conscientização holística sobre a preservação do meio ambiente. Agradecemos ao prefeito @sartoprefeito12 pelo apoio constante.

Esta iniciativa é uma colaboração entre diversas entidades, incluindo SCSP, Seger, Regional 4, Seuma, Vigilância Sanitária, Educação Ambiental da Secretaria de Saúde e Ecofor, e com a participação do vereador @vereadormarciomartins, que vai liderar essa operação no bairro. Sob orientação do prefeito Sarto, estamos unindo forças para reforçar a importância da limpeza e conservação urbana. Venha se juntar a nós nesse esforço coletivo por uma cidade mais limpa e consciente!.  ",2024-05-27 00:00:00,pt,photo,,Instagram,20.0,20.0,José Sarto,20.0
C7dvvcXuzGp,vereadormarciomartins," #REGIONAL04 AÇÃO EDUCATIVA AMBIENTAL Promover uma Promoverumaação ação educativa ambiental é semear hoje para colher um planeta mais sustentável amanhã. R. André Chaves, 532 Jardim América Parreão Segunda-Feira, 27/05 às 09h. Participe de mais uma Ação Educativa Ambiental , logo mais às 09h00! A ação será na Rua André Chaves, 532, Jardim América - Parreão.

Nossa equipe da célula educativa ambiental da regional 04 estará lá para engajar a comunidade em atividades de conscientização ambiental. Teremos distribuição de panfletos, cartazes e revistas infantis, promovendo uma conscientização holística sobre a preservação do meio ambiente. Agradecemos ao prefeito @sartoprefeito12 pelo apoio constante.

Esta iniciativa é uma colaboração entre diversas entidades, incluindo SCSP, Seger, Regional 4, Seuma, Vigilância Sanitária, Educação Ambiental da Secretaria de Saúde e Ecofor, e com a participação do vereador @vereadormarciomartins, que vai liderar essa operação no bairro. Sob orientação do prefeito Sarto, estamos unindo forças para reforçar a importância da limpeza e conservação urbana. Venha se juntar a nós nesse esforço coletivo por uma cidade mais limpa e consciente!.  ",2024-05-27 00:00:00,pt,photo,,Instagram,22.0,22.0,José Sarto,22.0
C7fCZ-AvBBX,opovoonline,"  Pré-candidato do PL à Prefeitura de Fortaleza, o deputado federal André Fernandes disse esperar ""reciprocidade"" do aliado Capitão Wagner (União Brasil) na corrida eleitoral deste ano. Segundo ele, o ex-deputado e também postulante está perdendo terreno na preferência do eleitorado.⁠
⁠
""Tenho conversado bastante com Capitão Wagner, mas infelizmente as pesquisas estão mostrando que ele está caindo e nós estamos crescendo. A perspectiva é que vamos, sim, para o segundo turno. Espero reciprocidade do Capitão Wagner"", afirmou Fernandes após encontro com a juventude do PL no último sábado, 25.⁠
⁠
Entre 2016 e 2022, Wagner concorreu ao Executivo municipal da capital cearense sempre com adesão da ala que depois se alinharia com Bolsonaro a partir de 2018. Em 2020, por exemplo, quando chegou ao segundo turno e sofreu derrota apertada para José Sarto (PDT), foi citado como candidato do então presidente da República.⁠
⁠
🔗 Para mais informações, acesse nosso portal no link em nossa bio⁠
📷️ Fotos: Bruno Spada/Câmara dos Deputados⁠
⁠
#opovo #AndreFernandes #CapitaoWagner #eleiçoes #prefeitura #Fortaleza.  ",2024-05-27 00:00:00,pt,album,,Instagram,5096.0,5096.0,André Fernandes,5096.0
C7cUXrty8Cu,foconofato," ESTAMOSCOMFOCO ESTAMOSCOMFOCONOFATO FOCO N NO FATO ESTAMOS COM 10 Brosilforte Brasil forte AÇÃO ÇÃONAGIA NAGIO INICÍPIOS Γ fato foco 2000 x00@foconofato foconofato Veja as duas prefeituras de capital que o PT espera vencer em outubro saiba mais: foconofato.com.br. 🔶ELEIÇÃO | O PT espera vencer em duas capitais este ano, o que representaria um crescimento grande frente a 2020, quando o partido não elegeu nenhum prefeito de capital. As duas cidades em que o partido espera ganhar são Fortaleza e Teresina.

Em Fortaleza, o candidato será o deputado estadual Evandro Leitão, apoiado pelo senador Cid Gomes, do PSB. Ele enfrentará dois nomes de peso: o atual prefeito, o pedetista José Sarto (PDT), que tentará a reeleição com o apoio de Ciro Gomes, rompido politicamente com o irmão e com o PT; e o deputado federal Capitão Wagner, do União Brasil, candidato que terá o apoio de Bolsonaro.

O PT avalia que, além do apoio de Cid Gomes, pesarão a favor de Leitão a força do governador, o petista Elmano Freitas, e de Lula.

Já em Teresina, o candidato será o deputado estadual Fábio Novo. A aposta é na força da máquina estadual — o governador também é do PT, o petista Rafael Fonteles — e da federal. A força do ex-governador Wellington Dias, do PT, também terá, na avaliação do partido, peso para dar a vitória a Novo.

Fora as duas cidades, o PT avalia que tem chances em outras capitais, como Natal (RN), com Natália Bonavides, e Vitória (ES), com João Coser. Mas nas duas cidades o trabalho será, aos olhos do partido, mais difícil do que em Fortaleza e Teresina.

Fonte: Metrópoles e Coluna Guilherme Amado

Saiba mais no link da bio
#pt #prefeituras #outubro #capitais #crescimento #avaliacao #candidatos #foconofato

Estamos com foco no fato.  ",2024-05-26 00:00:00,pt,photo,,Instagram,13.0,13.0,Evandro Leitão,13.0
C7cMwAwPbdc,opiniaoce," A스73 σ CH JNTA JUN Mtaless Fortales Forale RENTURA 无星島菌 PREFEITUR POLÍTICA PREFIT Prefeitura realiza mais de 2.000 atendimentos em 4a edição de ação de aproximação à população Leia mais em www.opiniaoce.com.br. #Fortaleza • A Prefeitura de Fortaleza realizou neste sábado (25) a quarta edição do Prefeitura Chega Junto, programa que tem como objetivo aproximar os serviços do Executivo à população. Na ocasião, as ações foram levadas ao Grande Pirambu, no dia do aniversário do bairro. Conforme a gestão, mais de 2.000 atendimentos foram realizados junto aos habitantes.

Segundo o prefeito José Sarto (PDT), o dia foi “especial”. “Hoje, no aniversário do Pirambu, estou aqui pessoalmente para ouvir a população e, junto com todos os secretários, ofertar nossos serviços. Estamos aqui para ouvir a população, escutando as críticas, sugestões e elogios”, disse.

🔗 Leia mais no nosso portal. Link na bio!
📸 Yuri Allen/Prefeitura de Fortaleza
📱 Segue a gente e vem ficar por dentro de tudo que acontece no Ceará e no mundo!

📲Tiktok: tiktok.com/@opiniao.ce
📲Instagram: instagram.com/opiniaoce
📲Facebook: facebook.com/opiniaoce
📲Twitter: twitter.com/grupoopiniao

#informação #comunicação #jornalismocearense #Estado #Brasil #Ceará #opiniaoce #jornalismo.  ",2024-05-26 00:00:00,pt,photo,,Instagram,32.0,32.0,José Sarto,32.0
857119276434434,100064091075915,"Neste sábado, 25, o Partido Liberal (PL), de Jair Bolsonaro, realizou um congresso de juventude em Fortaleza, na busca de garantir feito inédito nas eleições de outubro. Com a participação virtual do ex-presidente, o evento reforçou a estratégia do partido para aumentar sua representação parlamentar no Nordeste, com especial foco no Ceará, definido como o coração do PL na região. O congresso, sediado no Gran Mareiro Hotel, ponto central da capital cearense, reuniu líderes e jovens membros do partido. O deputado estadual Carmelo Neto, dirigente do PL-CE, avaliou que as eleições deste ano trarão não apenas um grande número de representantes, mas também líderes bem-sucedidos com maior protagonismo, especialmente em relação às vereanças. A presidente do PL Jovem, Bella Carmelo, que também é esposa de Carmelo Neto e pré-candidata a vereadora, comandou o evento. Ao discursar, falou sobre a importância da mobilização da juventude em torno dos valores liberais econômicos e conservadores. O deputado federal André Fernandes, que é um dos principais nomes do partido para a sucessão do prefeito José Sarto (PDT), foi o nome destaque durante o congresso. O encontro contou com a presença de deputados estaduais do PL de outros estados, como Bruno Engler (MG) e Tenente Coimbra (SP). Ainda durante a tarde, houve a participação virtual dos deputados federais Eduardo Bolsonaro (PL-SP), Gustavo Gayer (PL-GO) e Nikolas Ferreira (PL-MG), que entraram ao vivo para apoiar os postulantes. CONEXÃOPOLÍTICA Temos um pais para SALVAR ULTIMAS PL promove congresso de jovens em Fortaleza e aposta na ampliação parlamentar no Nordeste.   ",2024-05-26 00:00:00,pt,photo,BR,Facebook,56.0,56.0,André Fernandes,64.0
C7andzRNgDT,conexaopoliticabrasil," ٢ CONEXÃOPOLÍTICA Temos um pais para SALVAR ULTIMAS PL promove congresso de jovens em Fortaleza e aposta na ampliação parlamentar no Nordeste. Neste sábado, 25, o Partido Liberal (PL), de Jair Bolsonaro, realizou um congresso de juventude em Fortaleza, na busca de garantir feito inédito nas eleições de outubro. Com a participação virtual do ex-presidente, o evento reforçou a estratégia do partido para aumentar sua representação parlamentar no Nordeste, com especial foco no Ceará, definido como o coração do PL na região.

O congresso, sediado no Gran Mareiro Hotel, ponto central da capital cearense, reuniu líderes e jovens membros da legenda direitista. O deputado estadual Carmelo Neto, dirigente do PL-CE, avaliou que as eleições deste ano trarão não apenas um grande número de representantes, mas também líderes bem-sucedidos com maior protagonismo, especialmente em relação às vereanças.

A presidente do PL Jovem, Bella Carmelo, que também é esposa de Carmelo Neto e pré-candidata a vereadora, comandou o evento. Ao discursar, falou sobre a importância da mobilização da juventude em torno dos valores liberais econômicos e conservadores.

O deputado federal André Fernandes, que é um dos principais nomes do partido para a sucessão do prefeito José Sarto (PDT), foi o nome destaque durante o congresso. O encontro contou com a presença de deputados estaduais do PL de outros estados, como Bruno Engler (MG) e Tenente Coimbra (SP).

Ainda durante a tarde, houve a participação virtual dos deputados federais Eduardo Bolsonaro (PL-SP), Gustavo Gayer (PL-GO) e Nikolas Ferreira (PL-MG), que entraram ao vivo para apoiar os postulantes.  ",2024-05-26 00:00:00,pt,photo,,Instagram,9962.0,9962.0,André Fernandes,9962.0
C7b8hi_u8-B,elciobatista,"  Ontem (25/05) rolou mais uma edição do Prefeitura Chega Junto, dessa vez lá no Pirambu, com uma das vistas mais lindas da nossa cidade. Além de todos os serviços, nosso prefeito sarto ouviu as demandas da população e comemoramos juntos a série de transformações e inovações que acontecerão nos próximos anos com projetos como o Barras do Mar e Píer 12, que mudarão o eixo da cidade, trazendo protagonismo e mais qualidade de vida para toda essa região. Teremos uma orla integrada até 2040! E ainda tem escola em tempo integral, centro de educação infantil, postos requalificados e a nova iluminação da ponte. E muito mais! 

Foi bom demais! Até a próxima.  ",2024-05-26 00:00:00,pt,album,,Instagram,0.0,0.0,José Sarto,0.0
C7X-7RDIA55,opovoonline," OPOVO Em artigo, secretário diz que fala sobre homicídios foi inadequada: 'Não condiz com o que penso'. O secretário de Segurança Pública e Defesa Social do Ceará, Samuel Elânio, considerou “inadequada” declaração dada por ele anteriormente, de que a taxa de homicídios no estado estava em aumento, mas ainda se tratava de um número “razoável”. Em artigo publicado no O POVO nesta sexta-feira, 24, o titular ainda cita pré-candidatos como o “prefeito da capital”, José Sarto (PDT), que estariam utilizando o tema de forma eleitoreira.⁠
⁠
“Durante um evento no Centro Integrado de Segurança Pública (Cisp), manifestei essa preocupação a jornalistas e utilizei um termo que não condiz com o que penso e foi inadequado naquele momento. Sei que nossos indicadores são desafiadores”, afirmou Elânio.⁠
⁠
Ele prossegue, citando uma irresponsabilidade do tema, nesta pré-campanha eleitoral de 2024. “Segurança é um assunto sério, que deve ser tratado com responsabilidade e não com politicagem com fins eleitoreiros, como muitos pré-candidatos têm feito, entre eles o prefeito da capital”, escreveu. O artigo na íntegra pode ser lido no O POVO+ (@opovomais).⁠
⁠
A fala de Elânio ocorreu na última quarta-feira, 22. Na ocasião, ele afirmou: “Estamos falando de um aumento considerando reduções em cima de reduções. Obviamente, se tivermos um homicídio hoje e amanhã tivermos dois, aumentamos 100%. Mas comparado com todo o período, um período bem maior do que esse, nós ainda estamos com um número razoável. Mas sabemos que devemos melhorar e vamos melhorar”.⁠
⁠
🔗 Para ler a matéria completa, acesse o link em nossa bio.⁠
📷Foto: Aurélio Alves/ O POVO⁠
⁠
#opovo #seguranca #segurancapublica #politica #samuelelanio #ceara #eleições2024 #governodoceara.  ",2024-05-25 00:00:00,pt,photo,,Instagram,1962.0,1962.0,José Sarto,1962.0
C7aIVshu-9u,ubiratan_teixeira,"  Não importa o evento, pode ser um pequeno jogo, um grande jogo ou um grande show, a @prefeituradefortaleza estará sempre nas ruas ordenando os ambulantes, fazendo a segurança ou dando apoio no trânsito. Hoje não foi diferente, a Agefis, a AMC, a Guarda Municipal, a SCSP, a Secel e a Regional 4, estamos todos aqui para dar todo o suporte para este evento beneficente para ajudar o estado do Rio Grande do Sul. Parabéns ao prefeito @sarto por esse gesto tão nobre.  ",2024-05-25 00:00:00,pt,album,,Instagram,89.0,89.0,José Sarto,89.0
C7ZXa0jO882,professorenilson,"  Neste sábado (25), estive no Pirambu junto ao Vereador Professor Enilson, prestigiando o “Prefeitura Chega Junto”, uma iniciativa da Prefeitura de Fortaleza que reafirma o compromisso do Prefeito Sarto em aproximar a comunidade dos serviços municipais na cidade.  ",2024-05-25 00:00:00,pt,album,,Instagram,213.0,213.0,José Sarto,213.0
C7ZXa0jO882,alexandrepereira.23,"  Neste sábado (25), estive no Pirambu junto ao Vereador Professor Enilson, prestigiando o “Prefeitura Chega Junto”, uma iniciativa da Prefeitura de Fortaleza que reafirma o compromisso do Prefeito Sarto em aproximar a comunidade dos serviços municipais na cidade.  ",2024-05-25 00:00:00,pt,album,,Instagram,215.0,215.0,José Sarto,215.0
C7X49m0uHyi,renan_colares,"  🏟️ Hoje foi um dia muito especial! Ao lado do prefeito Sarto, do meu pai, deputado Fernando Hugo, do meu irmão Marcel Colares e da liderança Jardel Silvestre, inauguramos a Areninha do Santa Filomena. 🎉

⚽ Esta é uma grande conquista para o bairro, trazendo um espaço de lazer e esporte para nossa comunidade. A gestão do nosso prefeito Sarto está de parabéns por mais essa realização! 👏

🌟 Ver a alegria e a animação dos moradores nos encheu de orgulho e satisfação. Essa Areninha será um ponto de encontro, onde nossos jovens poderão praticar esportes, fazer amizades e se desenvolver. 🌱

🙏 Agradecemos a todos que contribuíram para que esse sonho se tornasse realidade. Juntos, continuamos trabalhando por uma cidade melhor para todos! 💪

#InauguraçãoAreninha #SantaFilomena #GestãoPrefeitoSarto #DeputadoFernandoHugo #JardelSilvestre #ComunidadeUnida #EsporteParaTodos.  ",2024-05-25 00:00:00,pt,album,,Instagram,318.0,318.0,José Sarto,318.0
C7X5ypPoAo5,opovoonline,"  Presidente licenciado do PDT, Carlos Lupi afirmou que o partido não deixará ""nem a mão inimiga nem a do falso amigo roubar a Prefeitura"" de Fortaleza da gestão José Sarto (PDT). Conforme o dirigente partidário, a capital cearense é ""prioridade absoluta"" nas eleições municipais deste ano.⁠
⁠
As declarações do pedetista aconteceram ao convidar o correligionário que chefia a Capital para discursar no 6º Congresso Nacional do PDT, realizado nessa quinta-feira, 23, em Brasília.⁠
⁠
O comentário se refere, respectivamente, à disputa contra alas bolsonarista e de direita em Fortaleza, que tem as pré-candidaturas do deputado federal André Fernandes (PL), do ex-secretário Capitão Wagner (União Brasil) e do senador Eduardo Girão (Novo); além da postulação do PT, que tem como opção o deputado estadual Evandro Leitão.⁠
⁠
🔗 Para ler a matéria completa, acesse o link em nossa bio.⁠
📷Fotos: Reprodução/YouTube via PDT⁠
⁠
#opovo #politica #carloslupi #josesarto #pdt #Eleições2024 #Eleições2024Fortaleza #fortaleza #ceara.  ",2024-05-25 00:00:00,pt,album,,Instagram,3308.0,3308.0,José Sarto,3308.0
862069039289866,100064603335771,"Com o PDT se fincando na oposição ao governo Elmano, a fala do representante trabalhista se refere à disputa contra pré-candidaturas bolsonarista e petista em Fortaleza. #opovo #Politica.  Com o PDT se fincando na oposição ao governo Elmano, a fala do representante trabalhista se refere à disputa contra pré-candidaturas bolsonarista e petista em Fortaleza. opovo.com.br. Lupi diz que nem a mão inimiga nem a do falso amigo roubará Prefeitura de Sarto.",2024-05-25 00:00:00,pt,link,BR,Facebook,15.0,15.0,José Sarto,15.0
