post_id,user_id,text,dt,language,type,admin,platform,likeCount,likeCount,new_candidate,count
25491165613864853,958244307583658,"  A linha 1200-Leste-Oeste/Santos Dumont deverá operar, a princípio, de forma sazonal em Fortaleza. A partir da próxima segunda-feira, 27, o itinerário que ligará os bairros Barra do Ceará e Aldeota vai circular nos períodos das 6h às 7h30min e das 17h às 18h30min. 

Com as empresas: Viação Fortaleza (02), Santa Maria (20), Aliança (21), Maraponga (26), Viação Urbana (30), Vega (35) e Dragão do Mar (42).

Esta será a primeira das dez novas rotas anunciadas pelo prefeito de Fortaleza, José Sarto (PDT), em live realizada no último dia 15 de maio. O itinerário terá sete ônibus em circulação nos dois horários de pico, com intervalos de 15 minutos entre as viagens. Os horários serão divulgados em breve.

📽 l @stuceara 
Fonte: @opovoonline

#novidades #linhanova #lesteoeste #aldeota #fortaleza #etufor #onibusurbano #stuceara.  ",2024-05-24 00:00:00,und,native_video,,Facebook,14.0,14.0,José Sarto,15.0
C7XNItJRAJI,opovoonline," Ρον I ိဝေး 0 0p Nova linha de ônibus na Barra do do Ceará circulará somente em norário de pico. A linha 1200-Leste-Oeste/Santos Dumont deverá operar, a princípio, de forma sazonal em Fortaleza. A partir da próxima segunda-feira, 27, o itinerário que ligará os bairros Barra do Ceará e Aldeota vai circular nos períodos das 6h às 7h30min e das 17h às 18h30min.⁠
⁠
Esta será a primeira das dez novas rotas anunciadas pelo prefeito de Fortaleza, José Sarto (PDT), em live realizada no último dia 15 de maio. O itinerário terá sete ônibus em circulação nos dois horários de pico, com intervalos de 15 minutos entre as viagens. Os horários serão divulgados em breve.⁠
⁠
🔗 Para saber mais sobre a nova linha, acesse o link em nossa bio.⁠
📷Foto: Fábio Lima/ O POVO⁠
⁠
#opovo #fortaleza #barradoceara #novalinha.  ",2024-05-24 00:00:00,pt,photo,,Instagram,2465.0,2465.0,José Sarto,2465.0
C7XGmKlO1UD,opiniaoce," σ POLÍTICA សចនកតក្រុឡ LKan Sarto cumpre agenda em Brasília e pede recursos para Saúde, Previdência e Turismo Leia mais em m www.opiniaoce.com.br. #Saúde • O prefeito José Sarto (PDT) cumpriu agenda em Brasília, ao longo desta quinta-feira (23), para conseguir recursos para projetos de Fortaleza. Entre as autoridades que realizaram reunião com o gestor municipal estão a ministra da Saúde, Nísia Trindade, e a ministra da Gestão e da Inovação em Serviços Públicos, Esther Dweck, além do ministro da Previdência Social, Carlos Lupi. 

Para a pasta da saúde, o prefeito solicitou a ampliação de repasses, principalmente, para a área de ortopedia e traumatologia, o que demandaria mais investimentos para o Instituto Doutor José Frota e para os Frotinhas. Na ocasião, o secretário da Saúde de Fortaleza, Galeno Taumaturgo, também esteve presente e apresentou o trabalho realizado em Fortaleza.

🔗 Leia mais no nosso portal. Link na bio!
📸 Reprodução/ Prefeitura de Fortaleza
📱 Segue a gente e vem ficar por dentro de tudo que acontece no Ceará e no mundo!

📲Tiktok: tiktok.com/@opiniao.ce
📲Instagram: instagram.com/opiniaoce
📲Facebook: facebook.com/opiniaoce
📲Twitter: twitter.com/grupoopiniao

#informação #comunicação #jornalismocearense #Estado #Brasil #Ceará #opiniaoce #jornalismo.  ",2024-05-24 00:00:00,pt,photo,,Instagram,9.0,9.0,José Sarto,9.0
C7V8jm8s3H6,agoraalagoas,"  📍A vereadora Adriana Gerônimo, (PSOL), que é presidente da câmara de vereadores de Fortaleza, Ceará, encampou um movimento contrário à realização do evento com a participação da dupla Victor e Léo,— uma vez que o cantor Victor foi condenado, em 2019, por agredir sua ex-esposa. A decisão do cancelamento foi tomada pelo prefeito José Sarto (PDT), depois que a Comissão de Direitos Humanos e Cidadania (CDHC) da Câmara Municipal de Fortaleza (CMFor).

As palavras de ódio agora denunciadas foram direcionados contra a psolista por meio de comentários dos usuários do Instagram — tanto no perfil dela como nos dos veículos locais que noticiaram, no último domingo (19), a informação de que o show marcado para acontecer na Aterrinho da Praia de Iracema no próximo mês, no contexto dos festejos juninos da Capital cearense, não iria mais acontecer.

O teor das mensagens denunciadas ofendeu a vereadora diretamente, chamando-a, de “vagabunda”, acusando a parlamentar de adotar uma postura “hipócrita” ao se colocar contra a contratação dos artistas e lançando outros xingamentos de cunho misógino. Segundo a denunciante, foi solicitada à DRRC a instauração de representação contra os acusados.

🔄 Acesse: agoraalagoas.com.  ",2024-05-24 00:00:00,pt,album,,Instagram,56.0,56.0,José Sarto,56.0
7546986092053239,473792876039298," PORTALCUHA PORTAL PACUJA NEWS NEW Prefeito Sarto diz que governo do PT deixou as facções ""tomarem conta"" de Fortaleza e do Ceará. O prefeito José Sarto (PDT) voltou a subir o tom nesta quinta-feira, 23, contra o governo Elmano de Freitas (PT). Desta vez, o prefeito questionou declaração ao O POVO do secretário da Segurança Pública do Estado, Samuel Elânio, que classificou como “razoável” o atual índice de homicídios do Ceará.⁠
⁠
“Razoáveis para quem?”, questionou Sarto nas redes sociais, chamando a fala de “infeliz”. Na mesma mensagem, o prefeito chega a afirmar que o governo petista “deixou” as facções criminosas “tomarem conta” de Fortaleza e do Ceará.⁠
⁠
Na entrevista ao O POVO, Elânio reconheceu o aumento de homicídios no Estado este ano. Ele destacou, no entanto, que número ainda seria ""razoável"" na análise de um período maior. ""Mas sabemos que devemos melhorar e vamos melhorar"", pontua ainda.

Fonte: Jornal O Povo

#PortalPacujáNews.  ",2024-05-24 00:00:00,und,photo,,Facebook,11.0,11.0,José Sarto,14.0
3600114576968481,2559817154331567," PORTALCUHA PORTAL PACUJA NEWS NEW Prefeito Sarto diz que governo do PT deixou as facções ""tomarem conta"" de Fortaleza e do Ceará. O prefeito José Sarto (PDT) voltou a subir o tom nesta quinta-feira, 23, contra o governo Elmano de Freitas (PT). Desta vez, o prefeito questionou declaração ao O POVO do secretário da Segurança Pública do Estado, Samuel Elânio, que classificou como “razoável” o atual índice de homicídios do Ceará.⁠
⁠
“Razoáveis para quem?”, questionou Sarto nas redes sociais, chamando a fala de “infeliz”. Na mesma mensagem, o prefeito chega a afirmar que o governo petista “deixou” as facções criminosas “tomarem conta” de Fortaleza e do Ceará.⁠
⁠
Na entrevista ao O POVO, Elânio reconheceu o aumento de homicídios no Estado este ano. Ele destacou, no entanto, que número ainda seria ""razoável"" na análise de um período maior. ""Mas sabemos que devemos melhorar e vamos melhorar"", pontua ainda.

Fonte: Jornal O Povo

#PortalPacujáNews.  ",2024-05-24 00:00:00,und,photo,,Facebook,10.0,10.0,José Sarto,10.0
914259513837110,100057592084410,"O prefeito José Sarto (PDT) voltou a subir o tom nesta quinta-feira, 23, contra o governo Elmano de Freitas (PT). Desta vez, o prefeito questionou declaração ao O POVO do secretário da Segurança Pública do Estado, Samuel Elânio, que classificou como “razoável” o atual índice de homicídios do Ceará.⁠ ⁠ “Razoáveis para quem?”, questionou Sarto nas redes sociais, chamando a fala de “infeliz”. Na mesma mensagem, o prefeito chega a afirmar que o governo petista “deixou” as facções criminosas “tomarem conta” de Fortaleza e do Ceará.⁠ ⁠ Na entrevista ao O POVO, Elânio reconheceu o aumento de homicídios no Estado este ano. Ele destacou, no entanto, que número ainda seria ""razoável"" na análise de um período maior. ""Mas sabemos que devemos melhorar e vamos melhorar"", pontua ainda. Fonte: Jornal O Povo #PortalPacujáNews. PORTALCUHA PORTAL PACUJA NEWS NEW Prefeito Sarto diz que governo do PT deixou as facções ""tomarem conta"" de Fortaleza e do Ceará.   ",2024-05-24 00:00:00,pt,photo,BR,Facebook,56.0,56.0,José Sarto,65.0
C7VOACMulZI,portalpacujanews," PORTAL ้ NEWS PACUJÁ Prefeito Sarto diz que governo do PT deixou as facções ""tomarem conta"" de Fortaleza e do Ceará. O prefeito José Sarto (PDT) voltou a subir o tom nesta quinta-feira, 23, contra o governo Elmano de Freitas (PT). Desta vez, o prefeito questionou declaração ao O POVO do secretário da Segurança Pública do Estado, Samuel Elânio, que classificou como “razoável” o atual índice de homicídios do Ceará.⁠
⁠
“Razoáveis para quem?”, questionou Sarto nas redes sociais, chamando a fala de “infeliz”. Na mesma mensagem, o prefeito chega a afirmar que o governo petista “deixou” as facções criminosas “tomarem conta” de Fortaleza e do Ceará.⁠
⁠
Na entrevista ao O POVO, Elânio reconheceu o aumento de homicídios no Estado este ano. Ele destacou, no entanto, que número ainda seria ""razoável"" na análise de um período maior. ""Mas sabemos que devemos melhorar e vamos melhorar"", pontua ainda.

Fonte: Jornal O Povo

#PortalPacujáNews.  ",2024-05-24 00:00:00,pt,photo,,Instagram,157.0,157.0,José Sarto,157.0
C7XpIOGRv0E,sobral24horas," SARTO critica segurança alheia enquanto suas praças viram terra de ninguém. Sarto ataca gestão da segurança, mas ignora falhas em saúde e desordem em praças sob sua própria administração.

Ah, a política tem dessas ironias! O prefeito de Fortaleza, José Sarto, parece ter encontrado um novo hobby: criticar o governo estadual pela gestão da segurança pública, que cá pra nós merece correção de rumo. No entanto, parece que ele esqueceu de olhar para o próprio quintal antes de sair apontando dedos. Durante sua gestão, alguns diriam que houve uma certa amnésia seletiva quando se tratava de reconhecer os deslizes na área da saúde.

Enquanto Sarto se preocupa em falar sobre a segurança nas ruas, parece que as praças da cidade, sob sua administração, se tornaram pequenos reinos sem lei onde até a guarda municipal parecia mais interessada em marcar ponto (marcava?) do que retomar esses espaços para a comunidade. Que tal uma dose de consistência, não é mesmo?

Mas vamos dar crédito onde é devido: a habilidade de Sarto em mudar o foco das discussões é quase tão impressionante quanto a invisibilidade da sua própria guarda municipal em momentos chave. Talvez, em vez de atirar pedras, seria mais produtivo se o ex-prefeito oferecesse algumas soluções concretas, ou quem sabe, uma parceria genuína. Afinal, parece que a política, assim como a magia, é a arte de desviar a atenção do público para onde você mais convém.

(Blog César Wagner).  ",2024-05-24 00:00:00,pt,photo,,Instagram,149.0,149.0,José Sarto,149.0
855377999950665,100064354195174,"SARTO critica segurança alheia enquanto suas praças viram terra de ninguém Sarto ataca gestão da segurança, mas ignora falhas em saúde e desordem em praças sob sua própria administração. Ah, a política tem dessas ironias! O prefeito de Fortaleza, José Sarto, parece ter encontrado um novo hobby: criticar o governo estadual pela gestão da segurança pública, que cá pra nós merece correção de rumo. No entanto, parece que ele esqueceu de olhar para o próprio quintal antes de sair apontando dedos. Durante sua gestão, alguns diriam que houve uma certa amnésia seletiva quando se tratava de reconhecer os deslizes na área da saúde. Enquanto Sarto se preocupa em falar sobre a segurança nas ruas, parece que as praças da cidade, sob sua administração, se tornaram pequenos reinos sem lei onde até a guarda municipal parecia mais interessada em marcar ponto (marcava?) do que retomar esses espaços para a comunidade. Que tal uma dose de consistência, não é mesmo? Mas vamos dar crédito onde é devido: a habilidade de Sarto em mudar o foco das discussões é quase tão impressionante quanto a invisibilidade da sua própria guarda municipal em momentos chave. Talvez, em vez de atirar pedras, seria mais produtivo se o ex-prefeito oferecesse algumas soluções concretas, ou quem sabe, uma parceria genuína. Afinal, parece que a política, assim como a magia, é a arte de desviar a atenção do público para onde você mais convém. (Blog César Wagner).    ",2024-05-24 00:00:00,pt,photo,BR,Facebook,12.0,12.0,José Sarto,13.0
C7XCfbfRehF,claudinhagomesver,"  VISITA AO GONZAGUINHA MESSEJANA 🏥Manhã de fiscalização na obra do Gonzaguinha da Messejana. ⠀
⠀
Muito bom ver o sonho da comunidade, em ter um equipamento como o Hospital do Gonzaguinha, todo reformado para atender a população com toda a qualidade. A obra já está quase pronta e em breve será entregue a comunidade. ⠀
⠀
Parabenizo ao prefeito Sarto por ter atendido a essa demanda essencial tanto para a Regional 6 quanto para nossa Fortaleza.  ",2024-05-24 00:00:00,pt,photo,,Instagram,110.0,110.0,José Sarto,110.0
C7WwJXxMCtP,portaldefortaleza," J IR PORTAL DE FORTALEZA Meio Ambiente: Fortaleza é 2° lugar mundial em índice de melhores cidades, segundo a Oxford Economics A pesquisa comparou 27 indicadores entre mil grandes cidades do mundo. SIGA O @PORTALDEFORTALEZA. Fortaleza ganhou destaque ao ser classificada em segundo lugar mundial na categoria Meio Ambiente, no prestigiado índice de melhores cidades do mundo da Oxford Economics, divulgado nesta quinta-feira (23/05). O reconhecimento coloca a cidade no mapa global como um exemplo de gestão ambiental e qualidade de vida.

Fortaleza alcançou um avaliação de 98,8%, ficando atrás apenas da cidade de Suva, em Fiji, que alcançou 100% na categoria Meio Ambiente.

“Esse resultado mostra que estamos no caminho certo para a construção de uma cidade mais sustentável e agradável de se viver. Estamos adotando políticas públicas que se destacam não só nacionalmente, mas também internacionalmente, e que servem de exemplo de uma gestão atenta às questões mundiais. Podemos falar da politica de vigilância da qualidade do ar, onde fomos a única cidade do Brasil a cumprir as diretrizes da OMS, temos investido em nossos parques urbanos, como o Parque Rachel de Queiroz, e numa politica sólida de arborização da cidade”, afirma o prefeito José Sarto.

A pesquisa analisou mil cidades, que juntas representam 30% da população mundial e 60% do PIB do planeta. a Oxford Economics levou em consideração 27 indicadores divididos em cinco categorias: economia, qualidade de vida, governança, ambiente e capital humano.

A categoria Meio Ambiente avalia o compromisso de uma cidade com a sustentabilidade ambiental e a sua predisposição aos riscos das alterações climáticas. A sustentabilidade ambiental é fundamental para garantir a resiliência a longo prazo. Neste eixo, foram avaliados a Qualidade do Ar, Intensidade de Emissão, Desastres Naturais, Anomalias de Temperatura e Anomalias de Precipitação.  ",2024-05-24 00:00:00,pt,photo,,Instagram,527.0,527.0,José Sarto,527.0
