Candidate,dt,vote_intention
Capitão Wagner,2024-08-14,0.28654076446711224
Evandro Leitão,2024-08-14,0.15741034585018893
José Sarto,2024-08-14,0.11757977806504571
André Fernandes,2024-08-15,0.46844508626353915
Capitão Wagner,2024-08-15,0.19908313004848238
Evandro Leitão,2024-08-15,0.2103367886410484
José Sarto,2024-08-15,0.12213499504693001
André Fernandes,2024-08-16,0.4455411810843041
Capitão Wagner,2024-08-16,0.21182266256131746
Evandro Leitão,2024-08-16,0.21328584636749887
José Sarto,2024-08-16,0.12935030998687946
André Fernandes,2024-08-17,0.41813670467939124
Capitão Wagner,2024-08-17,0.2504255287025861
Evandro Leitão,2024-08-17,0.18752909614893298
José Sarto,2024-08-17,0.14390867046908967
André Fernandes,2024-08-18,0.438879101110165
Capitão Wagner,2024-08-18,0.22512237321579978
Evandro Leitão,2024-08-18,0.19225805828424475
José Sarto,2024-08-18,0.14374046738979052
André Fernandes,2024-08-19,0.48108823807600115
Capitão Wagner,2024-08-19,0.1257054571858453
Evandro Leitão,2024-08-19,0.23097468665402637
José Sarto,2024-08-19,0.16223161808412717
André Fernandes,2024-08-20,0.4296336579448689
Capitão Wagner,2024-08-20,0.21562483783858344
Evandro Leitão,2024-08-20,0.21053002518836852
José Sarto,2024-08-20,0.14421147902817916
André Fernandes,2024-08-21,0.4145124155228907
Capitão Wagner,2024-08-21,0.2518511428619828
Evandro Leitão,2024-08-21,0.16544877800831673
José Sarto,2024-08-21,0.16818766360680976
André Fernandes,2024-08-22,0.4255650553572596
Capitão Wagner,2024-08-22,0.24858911706558356
Evandro Leitão,2024-08-22,0.14112101342513544
José Sarto,2024-08-22,0.18472481415202135
André Fernandes,2024-08-23,0.4374827075577451
Capitão Wagner,2024-08-23,0.20910482784135875
Evandro Leitão,2024-08-23,0.2025498500616197
José Sarto,2024-08-23,0.15086261453927646
André Fernandes,2024-08-24,0.40821835205698126
Capitão Wagner,2024-08-24,0.22130906238377782
Evandro Leitão,2024-08-24,0.17792506634328956
José Sarto,2024-08-24,0.19254751921595134
André Fernandes,2024-08-25,0.4089664426249152
Capitão Wagner,2024-08-25,0.27627603738850487
Evandro Leitão,2024-08-25,0.18734602326544889
José Sarto,2024-08-25,0.12741149672113097
André Fernandes,2024-08-26,0.4190508776615454
Capitão Wagner,2024-08-26,0.20633979139192443
Evandro Leitão,2024-08-26,0.23519788960391425
José Sarto,2024-08-26,0.13941144134261593
André Fernandes,2024-08-27,0.41550267671214075
Capitão Wagner,2024-08-27,0.22506692410677628
Evandro Leitão,2024-08-27,0.1914496112669203
José Sarto,2024-08-27,0.16798078791416263
André Fernandes,2024-08-28,0.4261412401201792
Capitão Wagner,2024-08-28,0.2449665261800773
Evandro Leitão,2024-08-28,0.18756584330627357
José Sarto,2024-08-28,0.1413263903934699
André Fernandes,2024-08-29,0.41978410654627324
Capitão Wagner,2024-08-29,0.2593087552781045
Evandro Leitão,2024-08-29,0.18130789730223124
José Sarto,2024-08-29,0.13959924087339104
André Fernandes,2024-08-30,0.38686853665496357
Capitão Wagner,2024-08-30,0.26666316048488936
Evandro Leitão,2024-08-30,0.1995158496682408
José Sarto,2024-08-30,0.14695245319190622
André Fernandes,2024-08-31,0.4149600265427769
Capitão Wagner,2024-08-31,0.23295689140621506
Evandro Leitão,2024-08-31,0.2092120986501152
José Sarto,2024-08-31,0.1428709834008929
André Fernandes,2024-09-01,0.39486579557293594
Capitão Wagner,2024-09-01,0.3312929731234046
